review_id,user_id,business_id,stars,useful,funny,cool,text,date
zccRd2vtWt8Yvi43n03YHg,VACysxgebATquwFeRbNGlA,4sH06vFAxbmp1HkSUsmJWg,1,0,0,0,"This hotel does not deserve two stars. Honestly we had issues with priceline and the lady at the front desk was super rude. After showing her my reservation she stopped me and told me there was no paper work on her side for my reservation. She then mentioned I should look for another hotel without trying to figure out and fix the issue. This hotel has no customer service and I had to call priceline to resolve the issues since she wouldn't. Priceline resolved the issues and we stayed the night. 

The room was a joke. The hotel was smoke free and all we smell was smoke. There was ashes on the sink and toilet was still dirty. Mattress sheets also had a burned out hole that no one bothered replacing. 

I have to say this was the worst experience ever but we needed sleep.",2016-10-16 09:21:54
w0f5iGAElJbpCrz-XBrdAQ,qDFHDqS_NpCF7E0-wCv1kg,jTI5Xjk27An8ceJ6VwpXiQ,1,0,0,0,"Awful. Long time Hilton Gold Member and never have had a bad experience until now. Traffic signs said I could unload for 20 minutes but hotel staff were rushing me and trying to force me into their parking garage. When I said I would Street park, they told me my vehicle would be stolen. Stay somewhere else. Rude and scamsters.",2017-09-01 02:55:00
Y4yNTKsjm1m_bZpvuxmTdA,xHUwlN187EfH7dbcmCW4cA,TkHED8drwQYycuzFhrVCnA,1,0,0,0,"I stayed here for a single night with co-workers for a work trip.  Although we stayed in separate rooms, we had similar experiences.

The biggest issue is that the rooms were disgusting and filled with bugs.  I had wasps in my toilet (in addition to giant moths, bees, ants, and many gnats throughout the room).  My co-worker had a cockroach in her toilet when she first arrived.  There were dead flies near every light, so they clearly didn't dust or vacuum very often.  The beds, however, were clean.

But the worst part was the room I was staying in had a broken AC.  I reported it at 6pm, and they sent someone out while I was at a work function.  When I returned at 11pm, the AC was still out so I called again and they sent someone out to fix it (who, by the way, was very nice).  I went to sleep (with all the lights on for fear of roaches coming out in the dark) and woke up at 1am sweating because the AC was blowing hot air.  I called the front desk and they said there was no engineer who could fix it given the time of night and offered a different room.  At 1am??  Where was that offer when I reported the two times before?

My co-workers and I checked out first thing in the morning, and the check-out girl was very rude (there was another trainee who was very nice and offered to take off the $25 resort fee).  There manager called me later to apologize and offered a 50% discount (with taxes and fees, the room cost $300).  So basically I paid over $150 for the worst hotel experience of my life.

I will NEVER go here again.  I get that it is a little older of a place and it is Arizona so the occasional insect will appear, but not so many I am afraid to sleep.  I've stayed in nicer freeway motels.  I wanted to tell the nice employees to quit and try working at a better hotel.

Please, please do not go here.  The Paloma is cheaper.  The Marriott is cheaper.  Both are much better hotels.",2018-05-12 23:53:59
0XxxN9j99Oaa-IctK6-fDw,HW3wM143GcP1B0gM2MfpYQ,jTI5Xjk27An8ceJ6VwpXiQ,2,2,0,0,"Stayed here in July for 2 nights (daughter's college activities) and thought the place was pretty good given location, price, amenities, room size and as everyone knows, the chocolate chip cookies.  Although not a huge issue they have no TV channel guide so you wait several seconds each time you change a channel to see what channels they have and what might be on....irritating.

Fast foward to this past weekend (August) when I returned (daugher's college move in) and could not have been more disappointed.  Not sure if it's a fire regulation or not but the space between the floor and door bottom is HUGE.  Why is that an issue...you can hear every conversation in the hallway by the people who think the world around them wants to hear their every word.  Why are people so rude?  The hotel can't filter out rude people but I do expect my hotel room to get me away from them.  Okay, #2, the room smelled very strong of ""room freshener"" and a bit like cigarettes.  I would bet the previous occupant smoked even though it's a non smoking hotel.  Gross.  #3, the smoke detector was pulled off the wall and hanging by it's wires (previous guest unplugging it?).  #4 Urine stains on the floor around the toilet.  #5 the hot water handle on the sink fell off and was laying on the counter.  No hot water available in the sink.  

After drving 7 hours I was too tired to deal with it and just went to bed...on further reflection I should have changed rooms for the ""freshener"" smell issue.  But I didn't.  Trying to be helpful when I checked out I handed the hot water facet to the front desk...figuring that might get their attention to fix the room.  I told them of all the issues.  They were very nice about it.  I was not looking for anything in return but they offered a discount on my room....they took 20% off.  Not sure how I feel about that...on one hand 20% is better in my pocket than theirs, on the other it seemed a bit ""light""....I would not expect ""free"", after all I did use the room, but I would have thought 50% was more appropriate....but whatever.

Yes I will try them again, the first stay was a 4 stars....the most recent a 1.  But just very disappointed with the experience.",2014-11-20 21:31:01
HX110mS_3jAjpHISGdFQrQ,q_UEIef8oK4-7sCfuXWdng,_d5OAxaxRPsivgYbBq7U1A,3,0,0,0,"Hotel is nice enough but cannot recommend in good conscience because management are extremely rude, especially Anthony.",2017-07-31 22:23:34
KeTaETL_SSyNheFabrMtlQ,1JIY9vIDQbzzvIdbcQFG0Q,jTI5Xjk27An8ceJ6VwpXiQ,2,1,0,0,"Great hotel.  Recommend highly. But disturbing thing happened.

In Philly for mystery writers conf, NoirCON. DT was  designated hotel. NoirCON had Sat night charity bingo. I contributed but didn't participate. 

Went to computer room, sitting on 3rd flr waiting for the 1 comp. to be free.
Employee, woman about 50 with dyed sprayed blond hair, white shirt, black pants, approached me and rudely suggested that I was not a guest and shouldn't be there. No reason. I look pretty acceptable. Sport coat, sweater, jeans, Ecco shoes. Wasn't until I got an involuntary look of EXTREME anger in my eyes that she backed off.

Phoned the hotel when I got home to discuss incident. Manager apologized profusely, promised a follow up. Never heard back from them. So, 2 stars.",2011-01-22 18:18:34
AKoGDpAqoveiMRo5aMbALw,ONvF49xC2e4U7VMP2Y71-A,-1ueCbvIpUPi8KT95ETTKw,5,5,0,5,"N I C E. Real nice here. From the outside in we were very impressed. Rooms are very spacious and comfortable and CLEAN. Very refreshing, I happened to stay 2-days and during a time the hotel was quite busy which kinda screwed with our stay. Not necessarily the hotels fault, just situational with a kids summit being held there. It was quite noisy because of an over abundance of kids and idiot parents who act just as juvenile. Very annoying and rude. 
Overall this hotel is beautiful. One of the cleanest and most spacious of spaces I have stayed in. I would definitely stay again and next time make sure it's good timing for it to be more quiet and reserved than this last experience. Enjoyed the free breakfast and wifi as well.",2015-06-30 04:07:35
IsmXNeDjOE4mqzlcr4BQzA,vf8n-lyLANCa8EQpQ-pEJA,CanwhWbh7x7uxTieaw4VGw,1,1,0,0,"I stayed hotel for 3 nights and couldn't sleep at all.
I could hear all noises and conversations from next door because wall was so thin. I don't think this is a hotel, at least a motel.

At the Bistro, the selection was so limited and a staff was so rude, but this place was only choice for us to get a breakfast. Actually, Wawa which is located near the hotel has better food and nice stuff. I regretted not to get a breakfast at Wawa instead of the Bistro at the hotel.

My stay was so unpleasant and I would never ever stay again and won't recommend to anyone to stay there.

Also, I reported this problem to expect to get an answer, but the email from general manager denied my report about a rude staff. This is the worst customer service ever.. 
They should have trained staffs well enough to serve customers and the stay has to be pleasant since we paid more than $130 for a night.",2017-05-25 00:39:11
PY1OVZ1aFzi5ScoYedVm-Q,CRvqoDqXK_WAHUHuYFt_Pw,zJErbOQMKX-MwHs_ulV7DA,3,0,0,0,"I just stayed here this past weekend for a wedding. I have never been to Philly and don't really know much about it, but I did think the location was pretty nice - it was walking distance to a lot of sight seeing places, and also a ton of bars and restaurants down 2nd street, Walnut and Chestnut. The airport is not too far either, but it is a whopping $28.50 flat fee. I thought the decor inside was really nice too, and the wedding reception/cocktail area was nice. The beds were also super comfortable. I did not go to the pool or the fitness center, so I can't comment on those.....

But now for the negatives:
1. The workers there were generally nice, but the waitresses at the reception were downright rude! they would take my drinks when they were still 1/2 way full without asking if I was done with it and on multiple occasions I was NOT so nicely asked to please move - they pretty much would push me out of the way when there would be plenty of room to just go around me and give a lot of attitude.

2. The price per room is very expensive - it's like it's trying to be fancy, but it really isn't. yes the lobby area is beautifully decorated, but the rest of the hotel is pretty much like any other 3-star hotel. The bar/Taste restaurant is nice too, but the drinks there are ridiculously priced! My husband got 1 beer and I had a vodka soda, and our bill was $20.

3. You have to pay for wi-fi in your room, which is also very expensive ($10 for the whole day I believe), but they do have a business center with free wi-fi. However, I can't comment on it, because the two times we went down there to use a computer it NEVER worked! we would put in our last name and room number like it asked and it would stall for a good long five minutes! and then it would say, ""cannot verify your name or room number"" or something like that.

4. The other thing that SHOULD have been a convenient amenity but wasn't, was the express check out on your TV. I always like to do this if it's an option to, so that I don't have to wait in line at the front desk, but when we went to the TV channel to check out it was completely fuzzy and you couldn't read a thing. Why even have it as an option if it doesn't work??

5. But my biggest complaint is that the walls are SUPER THIN! Both mornings I woke up at 8:30 in the morning to the family next door (two adults and two kids) pretty much screaming and laughing extremely loud. I didn't say anything the first morning, but the 2nd morning I ended up yelling back at them through the wall to shut up. I honestly could hear every single word of their conversation. My friends also shared a wall with a utility closet, so in the middle of the night they kept waking up to clinking and clanking noises coming from it.

Anyway, the hotel did not ruin my experience at the wedding at least - I had an absolute wonderful time celebrating, and if I was ever back in Philly maybe I'd go back, I really don't know. again, i don't know Philly well at all, so I can't really compare it to hotels in the area of its kind. But my complaints above would be something to think about.......",2012-09-03 00:35:49
Kxr5s987tFTvNMdj4xZ10Q,VW2RpC4vw_6JTKlFvZwdzA,jTI5Xjk27An8ceJ6VwpXiQ,1,1,0,0,"I have stayed at the double tree now for almost three years...  I have stayed there bi weekly the past three years.I stay there for work, never have had an issue checking in. Last night there was a extremely rude hotel clerk. I was checking in and I am not 21 years old when she saw my id she saw that I was 20.... She was extremely rude and embarrassing me saying I could not stay there, even my boss called to try to get me a room, they were not accommodating at all, she made mean remarks and had extreme attitude, there was a reservation under my name. They didn't even offer to call any other hotels or apologize for the inconvenience... As I said I have been staying there since I was 18 years old.",2015-09-16 14:16:35
ZhJFoJ7_05_4ertoZAgJIw,xav_Ke7swD9HCs1ja8PC1Q,zJErbOQMKX-MwHs_ulV7DA,1,0,0,0,"For starters, the rat that ran across my foot at breakfast in the main dining area was a bit off putting. Although, it was somewhat entertaining to watch the employees chase it about afterwards. I'm confident most of the rats had a better sense of discretion and kept to the kitchen area. I soon identified a possible food source for the rodents when a large roach scurried across my bathroom floor. I dispatched he beast myself and fortunately had no further encounters. Sadly, several of my work colleagues had a similar experience as well, including one lady that found a rather large one in her towel as she attempted to dry off. It seems a great way to really wake one up in the morning! The general state of disrepair might have been overlooked had it not been for the otherwise horrible experience. Each day that we spent in our corporate meeting was accompanied by constant jack-hammering (and I thought corporate meetings seemed to drag on before! Great life lesson Sheraton!! Well played indeed!) As someone who traveles for a living, being gone from home well over 100 days per year, I do not say this lightly (and I also never fill out these sort of reviews - however on this occasion I feel inspired!) this is one of the worst hotels and hotel experiences I have EVER had and I have had more than a few memorable ones. This definitely makes my top 3 list out of hundreds of stays. My hope is that this place undergoes a serious overhaul or is condemned by the city. I'm pretty sure that the only happy guests at this hotel are the rats and roaches!",2016-10-07 12:41:13
M6he_XIeIudZpb9YSA-AjQ,1bozv1LE-3SLVNGKj8uZ5g,zJErbOQMKX-MwHs_ulV7DA,5,0,0,0,"I was worried about staying here due to the reviews, but I have no complaints. I brought my daughter and two of her friends to philly for the day and stayed here. It was late when we checked in (8:30ish?) and decided to check out the pool before it closed for the night. There was no one there and beautiful so we couldn't resist a dip, we ended up swimming for a good 30min before heading back to our room. The guy that checked us in and the one the next day were both very nice, we usually don't require much from staff so either they didn't have the chance to be rude or they fired the ones that were getting complaints. Everyone was friendly, the place was clean, and there is a Starbucks in the lobby! We ended up not doing breakfast there because the menu just wasn't appealing to us. I would def stay here again. Oh, and about the ""kiddie"" pool, it is a small pool maybe 6"" deep perfect for those with little ones. I can't believe people expect this place to have a hot tub but I would have loved this when mine were small.",2016-09-12 22:24:14
N--UDX-86_2BYllyoZYMAw,guqjTPufgpe39Q01-wDBQg,jTI5Xjk27An8ceJ6VwpXiQ,2,4,1,0,"Other than the cookies, this hotel is sub-standard. The staff is rude and acts as though even the easiest tasks are a major deal. The pool is small, dirty, and overcrowded. The rooms are ok, although the bathroom was quite dirty. My biggest complaint is the wifi, which is $9.95 per device per day, which means if you have a family it can be more than $50 a day, which is so ridiculously expensive you might as well just buy a Hilton Honors membership. Not only that, but the wifi is still painfully slow.",2013-07-28 23:31:31
HojTvbIEpU4x1SRyhuS27w,eoiRYP0wk0NScGAdTFklgg,jTI5Xjk27An8ceJ6VwpXiQ,1,0,0,0,"There was a line of 30 people to go upstairs. I had to use the bathroom. Tried to go in the bathroom by the bar. You need a key to use a lobby bathroom???? What about people checking in?  I asked to be let in and they told me I needed my key. And made it an issue. Fast forward 20 minutes later and they politely open it for the next person. Do. Better. From the asinine wait times for the elevator and rude service, you can skip this place.",2017-09-02 15:00:40
D-BUoS7w4b6n4Vge3LHPqA,4I-oUGhcjZDoIMVA8KBguw,jTI5Xjk27An8ceJ6VwpXiQ,1,0,0,0,"Haven't even stayed there yet but tried to book a room for an upcoming wedding and, during the first attempt, was placed on a never ending hold, I guess (was just a loop of their Doubletree propaganda), and then, on the second attempt, I finally reached a woman who repeatedly and rudely told us how she couldn't help us and we needed to call back on Monday when the woman who ""owns the special block"" is back in. What customer service!  You cannot even book a hotel for a wedding, under the wedding block, on a weekend, and the staff will just put you on perpetual hold or else adamantly tell you the many ways in which they cannot help you. 

Maybe tomorrow we can book the room...and maybe they stay will be better than the actual reservation experience thus far.",2017-10-15 15:01:22
QABxxyQugu4e_W8GmuhNSg,RuzIdPeK8-yoicpxke7dmw,jTI5Xjk27An8ceJ6VwpXiQ,1,0,0,0,Veronica was extremely rude she worked the front desk and was not helpful. Ajia the supervisor was less help. They called our room at 10:20 in the evening woke me up to say I had a declined card purchase. When I got downstairs found out there wasn't an issue with the card. Both employees were rude Short and lacked people skills. I have stayed here several times everybody was friendly. This will be the last time I stay at this Hilton property. There were several other rooms booked on the same card. A check of the purchase on the other rooms or just basic work on behalf of the staff and some basic customer relations skills would have been a great place to start. Note to Ajia and Veronica you work with people for a living.,2017-05-20 02:36:17
I56U3RUC1fRJb7XM0uu1QQ,HASN3xLByPB83Boaswf_3g,jTI5Xjk27An8ceJ6VwpXiQ,1,0,0,0,"Stayed here one night for a Conference. 

Pros: location & cookie at welcome

Cons: check-in process (very rude front desk), shower was cold, room was rundown/barely looked clean 

do not recommend.",2019-10-17 18:12:14
cMSR2qnB76F0CYYXJLFHbQ,RST7syQALq4Xnk57tvoUmw,jTI5Xjk27An8ceJ6VwpXiQ,1,3,1,3,"Very unfriendly at check in. Very poor customer service. When the manager was called for assistance, he did not offer any apology, as he only cared about the rate. I was willing to pay double the rate but the service was so rude. The reception was unfriendly. The attendant at the front was unfriendly.  The service here was so out of align with Hilton service that we actually left early and ended our Hilton Honors membership.  The next night we stayed down the street at a nice hotel for less with more upgrades.",2017-09-06 00:08:05
KIt0pD1CtqgaUg2IgM_2_g,_DyGIB-XpLHHIK9s9VlVsw,zJErbOQMKX-MwHs_ulV7DA,1,0,0,0,"This is the worst Starwood Property I have ever been to. Before moving to Philly, I stayed here on two occasions. In both cases the rooms were NOISY. The staff is not helpful and seems a bit on the obtuse side. 

On my last and final stay, I complained to the bellman that the closet door was not on the rails of the closet. He said he would send somebody up to fix the situation. I waited a while but I had to meditate before heading out to dinner with my boss. So, I put up the ""Do Not Disturb Sign"" on my door. The maintenance guy totally ignored the sign and knocked on the door. Then when i did not respond. he had the front desk call me. Total genius.

Then that night there was fire alarm on the loading dock. It was a false alarm and it doesn't sound like there was smoke to go with that fire. I sat out there, with like a hundred of my best friends, for what seemed an eternity, before getting back in my room. All the hotel offered to do was comp me free breakfast, which I did not have time to partake in because I was running late...not enough sleep.

Even if there is no fire alarm the place is noisy. On my first stay, I was off the lobby. The noise bounces into your room from all the people milling about on a marble floor. If your room is closer to the Delaware River, be prepared to hear the highway. I love the roar of a harley at 2am. Zowie!

Recall how I said the staff was obtuse? Well I got a FedEx and I was never notified that it had arrived. Rather than calling me, they sent it back to headquarters in Boston. Great work guys!!",2013-01-23 03:53:30
